"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"410",410,"deze beep stoorde mij.","this beep disturbed me. ","disturbance","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","matcham, f., barattieri di san pietro, c., bulgari, v., de girolamo, g., dobson, r., eriksson, h., … hotopf, m. (2019). remote assessment of disease and relapse in major depressive disorder (radar-mdd): a multi-centre prospective cohort study protocol. bmc psychiatry, 19(1), 72. https://doi.org/10.1186/s12888-019-2049-z","","","phone","90 seconds","","","","","","",410,"methodological"
"411",411,"ik heb de vragen aandachtig ingevuld. ","i filled in the questions attentively.","careless responding","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","eisele et al., in preparation","","","phone","90 seconds","","","we conducted focus groups with esm researchers to develop initial items, then revised them after piloting.","","""this is an option to indicate to what extent you have really thought about every question or if just selected an option very fast without considering all the answers. it can happen even if you are very serious about filling in the questionnaire that your attention just drifts away. this is important for us to know because we cant use your data if you have filled in whatever. its important that you honestly indicate if that happened. ""","",411,"methodological"
"412",412,"heb je sinds de laatste vragenlijst bewust niet op een beep gereageerd?","since the last time you filled in a questionnaire were you aware that you missed a beep?","missed beep","","yes/no  ja/nee","","","","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","eisele et al., in preparation","","","phone","90 seconds","","","we conducted focus groups with esm researchers to develop initial items, then revised them after piloting.","","""sometimes you might hear a beep but for some reason you are not able or willing to respond. this is not about moments when you think that you missed a beep , but only about moments when you really heard the beep. ""","",412,"methodological"
"413",413,"waarom heb je niet op de beep gereageerd? kies alles wat van toepassing is .","why did you not respond? please select all that applies","reasons missed beep if yes","participants can select more than one option.","i could not respond (on time) i did not want to respond; i was too stressed to respond; i felt burdened by the beep other reason”  a. ik kon niet (op tijd) reageren b. ik had geen zin om te reageren c. ik was te gestrest om te reageren d. ik ervoer de beep als belastend e. anders","","heb je sinds de laatste vragenlijst bewust niet op een beep gereageerd?","answered <yes>","","","","","","","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","eisele et al., in preparation","tf & feedback during labmeeting","","phone","90 seconds","","","we conducted focus groups with esm researchers to develop initial items, then revised them after piloting.","","","",413,"methodological"
"414",414,"denk terug aan wat je aan het doen was net voor de beep. gelieve voor deze vraag <niet> te kiezen. ","think back about what you were doing just before the beep. now please select answer option <not at all>","bogus item","","niet 1 2 3 4 5 6 7  zeer","","","","","","","","","this item was presented once per day on day 3, 6, 9 and 12 of a 14 days esm period","no","no","yes","no","yes","no","no","","methodological study","inez myin-germeys, inez.germeys@kuleuven.be","no","n.a.","yes, inez.germeys@kuleuven.be ","n.a.","eisele et al., in preparation","","","phone","90 seconds","","","we conducted focus groups with esm researchers to develop initial items, then revised them after piloting.","","","",414,"methodological"
"415",415,"buikpijn","stomach pain ","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442985","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","idiographic analyses are reported in janssens et al 2016 the role of cortisol in the association between perceived stress and pain: a short report on secondary adrenal insufficiency patients. journal for person-oriented research 2016;2(3):135",415,"physical health;symptom"
"416",416,"rugpijn","back pain ","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442986","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","idiographic analyses are reported in janssens et al 2016 the role of cortisol in the association between perceived stress and pain: a short report on secondary adrenal insufficiency patients. journal for person-oriented research 2016;2(3):135",416,"physical health;symptom"
"417",417,"pijn in uw armen, benen of gewrichten (knien, heupen, enz.)","pain in your arms, legs, or joints (knees, hips, etc.) ","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442987","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","idiographic analyses are reported in janssens et al 2016 the role of cortisol in the association between perceived stress and pain: a short report on secondary adrenal insufficiency patients. journal for person-oriented research 2016;2(3):135",417,"physical health;symptom"
"418",418,"hoofdpijn","headaches","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442988","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","idiographic analyses are reported in janssens et al 2016 the role of cortisol in the association between perceived stress and pain: a short report on secondary adrenal insufficiency patients. journal for person-oriented research 2016;2(3):135",418,"symptom;physical health"
"419",419,"pijn in de borstkas","chest pain","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442989","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","idiographic analyses are reported in janssens et al 2016 the role of cortisol in the association between perceived stress and pain: a short report on secondary adrenal insufficiency patients. journal for person-oriented research 2016;2(3):135",419,"physical health;symptom"
"420",420,"duizeligheid","dizziness","somatic symptoms","part of a list of items, general question on top of this list: hoeveel last hebt u in de afgelopen 24 uur gehad van n of meer van de volgende problemen?","1-7 with anchors at 1 (geen last) and 7 (veel last)","","","","","","","yes","","","no","no","no","no","no","yes","no","secondary adrenal insufficiency","supreme cort","andr van beek, a.p.van.beek@umcg.nl","no","","yes, a.p.van.beek@umcg.nl","","werumeus buning et al 2016 hydrocortisone dose influences pain, depressive symptoms and perceived health in adrenal insufficiency: a randomized controlled trial. neuroendocrinology. 2016;103(6):771-8. doi: 10.1159/000442990","yes, the original item of the phq-15 questions problems in the last 4 weeks: ""during the past 4 weeks, how much have you been bothered by any of the following problems? 0=not bothered at all, 1=bothered a little, 2=bothered a lot"" ","","paper/pen","","","","items were copied from an existing scale not originally developed for diary studies","items 1-11 are used as an index for somatic symptoms","","",420,"symptom;physical health"
