"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"638",638,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Haben andere Personen eine oder mehrere der folgenden Verhaltensweisen Ihnen gegenüber gezeigt?","behavior of others (beh.p1.others (variant for other persons))","since [time of the last survey or this morning]: have other people shown one or more of the following behaviors to you?","evening;morning","","","","","","","Milla;Ben",""
"639",639,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Haben andere Personen eine oder mehrere der folgenden Verhaltensweisen Ihnen gegenüber gezeigt?","behavior of others (beh.p2.others (extension of beh.p1.others))","since [time of the last survey or this morning]: have other people shown one or more of the following behaviors to you?","evening;morning","","","","","","","Milla;Ben",""
"640",640,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Hat jemand eine oder mehrere der folgenden Verhaltensweisen Ihnen gegenüber gezeigt?","behavior of others when one was alone (beh.p1.alone (variant for being alone))","since [time of the last survey or this morning]: has anyone shown any of the following behaviors to you?","evening;morning","","","","","","","Milla;Ben",""
"641",641,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Hat jemand eine oder mehrere der folgenden Verhaltensweisen Ihnen gegenüber gezeigt?","behavior of others when one was alone (beh.p2.alone (extension of beh.p1.alone))","since [time of the last survey or this morning]: has anyone shown any of the following behaviors to you?","evening;morning","","","","","","","Milla;Ben",""
"642",642,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Wie war Ihr eigenes Verhalten in Bezug auf Ihren Partner? 1. Je dominanter, desto weiter oben tippen. 2. Je herzlicher, desto weiter rechts tippen.","own friendly and dominant behavior towards the partner (ipc.a.partner)","since [time of the last survey or this morning]: how was your own behavior towards your partner? 1. your answer should be higher the more dominant it was. 2. your answer should be farther on the right, the friendlier it was.since [time of the last survey or this morning]:","evening;morning","","appraisal","appraisal","appraisal","appraisal","","Milla;Ben","appraisal"
"643",643,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Wie war Ihr eigenes Verhalten in Bezug auf andere Personen?  1. Je dominanter, desto weiter oben tippen.  2. Je herzlicher, desto weiter rechts tippen. ","dominant and friendly behaviour towards others (ipc.a.others (variant for other persons))dominant and friendly behaviour towards others (ipc.a.others (variant for other persons))","since [time of the last survey or this morning]: how was your own behaviour towards other people?  1. your answer should be higher the more dominant it was. 2. your answer should be farther on the right, the friendlier it was.","evening;morning","","appraisal","appraisal","appraisal","appraisal","","Milla;Ben","appraisal"
"644",644,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Wie war das Verhalten Ihres Partners in Bezug auf Sie? 1. Je dominanter, desto weiter oben tippen. 2. Je herzlicher, desto weiter rechts tippen.","partner friendly and dominant behavior (ipc.p.partner)","since [time of the last survey or this morning]: how was the behavior of your partner towards you? 1. your answer should be higher the more dominant it was. 2. your answer should be farther on the right, the friendlier it was.","evening;morning","","appraisal","appraisal","appraisal","appraisal","","Milla;Ben","appraisal"
"645",645,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Wie war das Verhalten anderer Personen in Bezug auf Sie? 1. Je dominanter, desto weiter oben tippen.  2. Je herzlicher, desto weiter rechts tippen. ","dominant and friendly behaviour of others (ipc.p.others (variant for other persons))","since [time of last survey or this morning]: how was other people's behaviour towards you? 1. your answer should be higher the more dominant it was. 2. your answer should be farther on the right, the friendlier it was.","evening;morning","","appraisal","appraisal","appraisal","appraisal","","Milla;Ben","appraisal"
"646",646,"Wie glücklich sind Sie mit Ihrem eigenen Verhalten seit [Uhrzeit letzte Befragung oder heute morgen] Ihrem Partner gegenüber? ","satisfacation with behaviour towards partner (rs2.a.partner)","how happy are you with your own behavior towards your partner since [time of last survey or this morning]?","positive affect;evening;morning","","appraisal","positive affect;appraisal","positive affect;appraisal","positive affect;appraisal","","Milla;Ben","positive affect;appraisal"
"647",647,"Wie glücklich sind Sie mit Ihrem eigenen Verhalten anderen Personen gegenüber seit [Uhrzeit letzte Befragung oder heute morgen]?","satisfaction with behaviour towards others (rs2.a.others (variant for other persons))","how happy are you with your own behaviour towards other people since [time of last survey or this morning]?","positive affect;evening;morning","","appraisal","positive affect;appraisal","positive affect;appraisal","positive affect;appraisal","","Milla;Ben","positive affect;appraisal"
"648",648,"Wie glücklich sind Sie mit dem Verhalten Ihres Partners seit [Uhrzeit letzte Befragung oder heute morgen] Ihnen gegenüber? ","satisfacation with partner's behaviour (rs2.p.partner)","how happy are you with your partner's behavior since [time of last survey or this morning]? ","positive affect;evening;morning","","appraisal","positive affect;appraisal","positive affect;appraisal","positive affect;appraisal","","Milla;Ben","positive affect;appraisal"
"649",649,"Wie glücklich sind Sie mit dem Verhalten anderer Personen Ihnen gegenüber seit [Uhrzeit letzte Befragung oder heute morgen]?","satisfaction with behaviour of others (rs2.p.others (variant for other persons))","how happy are you with other people's behaviour towards you since [time of last survey or this morning]?","positive affect;evening;morning","","appraisal","positive affect;appraisal","positive affect;appraisal","positive affect;appraisal","","Milla;Ben","positive affect;appraisal"
"650",650,"Seit der letzten Befragung / dem Aufstehen heute morgen: Haben Sie eher Zuneigung oder eher Ablehnung von anderen Personen erfahren?","affection / rejection from others (comm.others)","since the last survey / this morning: have you rather experienced affection or rejection from others?","evening;morning","","","","","","social experience","Milla;Ben",""
"651",651,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Hatten Sie eher Einfluss auf andere Personen oder haben Sie eher Hilflosigkeit gefühlt? z.B. andere von etwas überzeugt (oder eben nicht), andere aufgemuntert (oder eben nicht) oder sich gegen andere durchgesetzt (oder eben nicht).","influence on others (agen.others)","since [time of last survey or this morning]: have you had more influence on other people or have you felt more helplessness? e.g. convinced others of something (or not), cheered others up (or not) or prevailed against others (or not).","evening;morning","","","","","","","Milla;Ben",""
"652",652,"seit der letzten befragung / dem aufstehen heute morgen: haben sich eher sie oder eher andere personen bei diskussionen, unterhaltungen, entscheidungen an denen sie beteiligt waren durchgesetzt?","assertiveness towards others (agen.f)","since time of the last survey or this morning: were you or other people more likely to assert themselves in discussions, conversations, decisions in which you were involved?","evening;morning","","","","","","","Milla;Ben",""
"653",653,"Wie selbstständig in der Beziehung fühlen Sie sich jetzt gerade?","momentary experience of independence in the relationship (status.a1)","how independent in the relationship do you feel right now?","appraisal;evening;morning","","","appraisal","","","","Milla;Ben","appraisal"
"654",654,"Wie einflussreich in der Beziehung fühlen Sie sich jetzt gerade?","momentary experience of influence in the relationship (status.a2)","how influential in the relationship do you feel right now?","appraisal;evening;morning","","","appraisal","","","","Milla;Ben","appraisal"
"655",655,"Wie emotional nahe fühlen Sie sich Ihrem Partner jetzt gerade?    Wie es gerade tatsächlich ist:","momentary experience of emotional closeness in the relationship (status.ios)","how emotionally close do you feel to your partner right now?   how it is actually right now:","appraisal;evening;morning","","","appraisal","","","","Milla;Ben","appraisal"
"656",656,"wo sind sie gerade?","location (place)","where are you right now?","location;evening;morning","","","location","","","","Milla;Ben","location"
"657",657,"Wer ist gerade anwesend (in ansprechbarer Nähe)?","presence of other persons (persons)","who is present at the moment (addressable)?","evening;morning","","social context","social context","social context","social context","","Milla;Ben","social context"
"658",658,"wie viel zeitdruck hatten sie bei der beantwortung dieser befragung?","time pressure during answering the survey (stress.event)","how much time pressure did you have while answering this survey?","stress;evening;morning","","methodological","stress;methodological","stress;methodological","stress;methodological","","Milla;Ben","stress;methodological"
"659",659,"Wie intensiv waren Sie gerade mit etwas beschäftigt?","intensity of current activity (stress1)","how concentrated on doing something were you at the moment?","activity;cognition;evening;morning","","","activity;cognition","","attention","","Milla;Ben","activity;cognition;attention"
"660",660,"Wie viel haben Sie in den nächsten zwei Stunden zu erledigen (sowohl beruflich, als auch privat)?","current workload (stress2)","how much do you have to do in the next two hours (occupationally as well as privately)?","evening;morning","","","","","","","Milla;Ben",""
"661",661,"Wie viel Arbeit wartet in den nächsten zwei Stunden auf Sie (sowohl beruflich, als auch privat)?","current workload (stress.todo)","how many tasks are on your to-do-list for the next two hours (occupationally as well as privately)?","morning","","","","","","","Milla;Ben",""
"662",662,"Haben Sie sich während dieser Befragung mit Ihrem Partner über Ihre Antworten ausgetauscht?","exchange about answers with partner (exchange)","did you discuss your answers with your partner during this survey?","evening;morning","","methodological","methodological","methodological","methodological","","Milla;Ben","methodological"
"663",663,"Um welche Uhrzeit sind Sie heute morgen ungefähr aufgestanden?","wake up time (morgen)","what time did you approximately get up this morning?","morning","","sleep","sleep","","","","Milla;Ben","sleep"
"664",664,"ik heb goed geslapen ","sleep quality","i slept well ","sleep;morning","","","sleep","","","","Milla;Ben","sleep"
"665",665,"ik heb lang genoeg geslapen ","sleep duration","i slept enough","sleep;morning","","","sleep","","","","Milla;Laura","sleep"
